question,expanded_correct_options,expanded_incorrect_options
Why might someone want to be buying beer?,"['pleasure', 'socializing with friends', 'celebrating a milestone event', 'experimenting with different flavors', 'enhancing a meal experience', 'participating in a cultural tradition']","['get arrested', 'problems', 'sober', 'intoxication', 'reducing anxiety in a crowd', 'improving athletic performance', 'creating a distraction from stress', 'boosting productivity during work', 'promoting healthy lifestyle choices', 'encouraging responsible decision-making']"
What kind of radio does someone use to reach base?,"['transistor', 'shortwave transmitter', 'handheld two-way radio', 'satellite communication device', 'digital signal processor', 'emergency frequency transceiver']","['vessel', 'box', 'submarine', 'lamp', 'wireless charging pad', 'solar panel receiver', 'television broadcast receiver', 'landline telephone', 'infrared communication device', 'battery-powered flashlight']"
"The person turned the oven on and put a pizza in, what happened one hour later?","['smell smoke', 'pizza started to bubble', 'oven timer rang indicating completion', 'pizza crust turned golden brown', 'kitchen filled with delicious aroma', 'oven safety alarm activated due to overheating']","['catch cold', 'burnt', 'look angry', 'bank savings', 'pizza remained frozen despite cooking', 'oven malfunctioned and turned off', 'pizza was perfectly cooked after one hour', 'kitchen became too hot for comfort', 'oven produced a loud popping sound', 'pizza was served to guests immediately']"
"You weren't suppose to touch the wild animals, they could what?","['bite', 'new correct option 1: transmit diseases through contact', 'new correct option 2: react aggressively to perceived threats', 'new correct option 3: trigger defensive behaviors in their habitat', 'new correct option 4: cause injury through sudden movements', 'new correct option 5: disrupt their natural instincts and patterns']","['lie down', 'run away', 'keep alive', 'feel pain', 'plausible wrong option 1: mimic human behavior in response', 'contextual wrong option 1: become friendly and playful', 'mechanism failure option 1: adapt to human presence over time', 'obvious wrong option 1: change their diet due to touching', 'plausible wrong option 2: ignore human presence completely', 'contextual wrong option 2: become more sociable with humans']"
Danny hated helping people.  It always brought what?,"['complications', 'new responsibilities', 'emotional turmoil', 'unexpected setbacks', 'social friction', 'unwanted obligations']","['satisfaction', 'good feelings', 'feel good about yourself', 'stress', 'temporary relief', 'immediate gratification', 'sense of achievement', 'self-fulfillment', 'positive reinforcement', 'personal growth']"
A person who wants to make more at their job but can't will often need to find a what?,"['better job', 'new skill set', 'mentorship program', 'professional certification', 'alternative income stream', 'networking opportunity']","['own house', 'win lottery', 'save money', 'feel safe', 'temporary freelance gig', 'immediate promotion', 'personal investment strategy', 'side hobby project', 'passive income plan', 'online course completion']"
What could happen to you after you see some beautiful clouds above you?,"['wet', 'new correct option 1: feel inspired to capture the moment', 'new correct option 2: experience a drop in temperature as a storm approaches', 'new correct option 3: notice a change in light as the sun sets behind them', ""new correct option 4: engage in a reflective mood about nature's beauty""]","['plain', 'cold', 'dull', 'bad', 'plausible wrong option: become overwhelmed by anxiety about the weather', 'contextual wrong option: assume it will always be sunny afterward', 'mechanism failure option: believe that clouds will automatically lead to rain', 'obvious wrong option: start a fire to enjoy the view', 'plausible wrong option: think the clouds will never change shape', 'contextual wrong option: predict a rainbow without rain']"
"As a human in a large northeastern city, where can you see animals?","['zoo', 'wildlife rehabilitation center', 'aquarium showcasing marine life', 'animal shelter hosting adoption events', 'urban farm with livestock exhibits', 'nature reserve offering guided wildlife tours']","['workplace', 'sky', 'new york city', 'many places', 'abandoned warehouse with stray animals', 'city subway system with pets', 'local grocery store with fish tanks', 'art gallery featuring animal sculptures', 'community center with pet therapy sessions', 'city hall hosting animal control meetings']"
What is something you do in a bank?,"['make payments', 'deposit funds', 'withdraw cash', 'open a savings account', 'apply for a loan', 'set up automatic transfers']","['make noise', 'have tea', 'make time', 'take time', 'calculate interest without context', 'exchange currency without verification', 'request a loan without documentation', 'access safe deposit box without ID', 'attempt to bank online without security', 'discuss investments without knowledge']"
Where would you find fungus growing on something made from milk?,"['old cheese', 'fermented dairy product', 'moldy yogurt container', 'ripened soft cheese', 'aged dairy spread', 'cultured milk product']","['eyes', 'biology laboratory', 'shower stall', 'decaying matter', 'fresh milk carton', 'clean kitchen counter', 'sealed yogurt container', 'newly opened cheese', 'refrigerated milk jug', 'sterilized lab equipment']"
"When a snake prefers warm, sunny weather, where would it likely want to live?","['new mexico', 'desert regions with ample sunlight', 'tropical areas with consistent heat', 'savannahs that provide warmth and shelter', 'arid environments with minimal rainfall', 'grasslands that maintain high temperatures']","['pet shops', 'white house', 'arctic', 'garden of eden', 'mountainous regions with cold climates', 'coastal areas with frequent storms', 'forests with dense canopy cover', 'suburban neighborhoods with shaded yards', 'tundra zones that experience extreme cold', 'underground caves that lack sunlight']"
"The jar was plastic, just like most of the stuff in the kitchen.  John preferred glass, and wished he was somewhere else.  Where does he want to be?","['own home', 'a glass factory', ""a friend's house with glass dishes"", 'a restaurant with elegant glassware', 'a picnic with glass containers', 'a market with artisanal glass products']","['cupboard', 'anywhere else', 'a landfill full of plastic', 'a kitchen with metal utensils', 'a store selling only plastic items', 'a beach with only sand and no glass', 'a diner with plastic cutlery', 'a garage filled with old jars', 'a warehouse of broken glass', 'a crowded bus with no space']"
"When she went to examine the thing, what was she considering doing with it?","['buy', 'evaluate its functionality', 'assess its historical significance', 'determine its resale value', 'test its durability under stress', 'analyze its compatibility with existing items']","['eat cake', 'interests', 'complex', 'learn about', 'calculate its weight for shipping', 'discuss its features with friends', 'paint it a different color', 'display it in an art gallery', 'use it for a science experiment', 'transport it to a different location']"
